"","SEQNOS","DATE_TIME_RECEIVED","DATE_TIME_COMPLETE","CALLTYPE","RESPONSIBLE_COMPANY","RESPONSIBLE_ORG_TYPE","RESPONSIBLE_CITY","RESPONSIBLE_STATE","RESPONSIBLE_ZIP","SOURCE","DESCRIPTION_OF_INCIDENT","TYPE_OF_INCIDENT","INCIDENT_CAUSE","INCIDENT_DATE_TIME","INCIDENT_DTG","INCIDENT_LOCATION","LOCATION_ADDRESS","LOCATION_STREET1","LOCATION_STREET2","LOCATION_NEAREST_CITY","LOCATION_STATE","LOCATION_COUNTY","LOCATION_ZIP","DISTANCE_FROM_CITY","DISTANCE_UNITS","DIRECTION_FROM_CITY","LAT_DEG","LAT_MIN","LAT_SEC","LAT_QUAD","LONG_DEG","LONG_MIN","LONG_SEC","LONG_QUAD","LOCATION_SECTION","LOCATION_TOWNSHIP","LOCATION_RANGE","POTENTIAL_FLAG","FIRE_INVOLVED","FIRE_EXTINGUISHED","ANY_EVACUATIONS","NUMBER_EVACUATED","WHO_EVACUATED","RADIUS_OF_EVACUATION","ANY_INJURIES","NUMBER_INJURED","NUMBER_HOSPITALIZED","ANY_FATALITIES","NUMBER_FATALITIES","ANY_DAMAGES","DAMAGE_AMOUNT","AIR_CORRIDOR_CLOSED","AIR_CORRIDOR_DESC","AIR_CLOSURE_TIME","WATERWAY_CLOSED","WATERWAY_DESC","WATERWAY_CLOSURE_TIME","ROAD_CLOSED","ROAD_DESC","ROAD_CLOSURE_TIME","CLOSURE_DIRECTION","MAJOR_ARTERY","TRACK_CLOSED","TRACK_DESC","TRACK_CLOSURE_TIME","MEDIA_INTEREST","MEDIUM_DESC","ADDITIONAL_MEDIUM_INFO","BODY_OF_WATER","TRIBUTARY_OF","NEAREST_RIVER_MILE_MAKER","RELEASE_SECURED","ESTIMATED_DURATION_OF_RELEASE","RELEASE_RATE","DESC_REMEDIAL_ACTION","STATE_AGENCY_ON_SCENE","STATE_AGENCY_REPORT_NUM","OTHER_AGENCY_NOTIFIED","WEATHER_CONDITIONS","AIR_TEMPERATURE","WIND_SPEED","WIND_DIRECTION","WATER_SUPPLY_CONTAMINATED","SHEEN_SIZE","SHEEN_COLOR","DIRECTION_OF_SHEEN_TRAVEL","SHEEN_ODOR_DESCRIPTION","WAVE_CONDITION","CURRENT_SPEED","CURRENT_DIRECTION","WATER_TEMPERATURE","TRACK_CLOSE_DIR","EMPL_FATALITY","PASS_FATALITY","COMMUNITY_IMPACT","WIND_SPEED_UNIT","EMPLOYEE_INJURIES","PASSENGER_INJURIES","OCCUPANT_FATALITY","CURRENT_SPEED_UNIT","ROAD_CLOSURE_UNITS","TRACK_CLOSURE_UNITS","SHEEN_SIZE_UNITS","ADDITIONAL_INFO","STATE_AGENCY_NOTIFIED","FEDERAL_AGENCY_NOTIFIED","NEAREST_RIVER_MILE_MARKER","SHEEN_SIZE_LENGTH","SHEEN_SIZE_LENGTH_UNITS","SHEEN_SIZE_WIDTH","SHEEN_SIZE_WIDTH_UNITS","OFFSHORE","DURATION_UNIT","RELEASE_RATE_UNIT","RELEASE_RATE_RATE","PASSENGERS_TRANSFERRED","CHRIS_CODE","CAS_NUMBER","UN_NUMBER","AMOUNT_OF_MATERIAL","UNIT_OF_MEASURE","NAME_OF_MATERIAL","IF_REACHED_WATER","AMOUNT_IN_WATER","UNIT_OF_MEASURE_REACH_WATER","Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12"
"81948",1241787,"4/3/19 18:37","4/3/19 18:42","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT DURING AN OVERFLIGHT, A SHEEN WAS OBSERVED TO BE COMING FROM THE PLATFORM DESTROYED BY HURRICANE IVAN.","PLATFORM","HURRICANE","4/3/2019 14:58","DISCOVERED","PLATFORM INCIDENT","MISSISSIPPI CANYON AREA","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,21,"N",88,58,20,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,55.52,"GALLON(S)","OIL: CRUDE","YES",55.52,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82177",1242063,"4/6/19 18:48","4/6/19 18:53","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT DURING AN OVERFLIGHT, A SHEEN WAS OBSERVED TO BE COMING FROM THE DESTROYED TAYLOR ENERGY PLATFORM. THIS IS A RESULT OF HURRICANE IVAN.","PLATFORM","HURRICANE","4/6/2019 15:30","DISCOVERED","PLATFORM INCIDENT","MISSISSIPPI CANYON AREA","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,59,13,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,315.32,"GALLON(S)","OIL: CRUDE","YES",315.32,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82212",1242101,"4/7/19 17:14","4/7/19 17:18","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A DISCHARGE AND SHEEN FROM A PLATFORM DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","4/7/2019 14:53","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82268",1242160,"4/8/19 12:21","4/8/19 12:27","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER IS REPORTING A SHEEN FROM A PLATFORM THAT WENT DOWN DURING HURRICANE IVAN. SHEEN IS 1.9 X 1.5 MILES, 70% BARLEY VISIBLE, 20% SILVERY, 5% SLIGHTLY COLORED, 5% BRIGHTLY COLORED.","PLATFORM","HURRICANE","4/8/2019 9:16","OCCURRED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,60.78,"GALLON(S)","OIL: CRUDE","YES",60.78,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82357",1242265,"4/9/19 11:18","4/9/19 11:20","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A SHEEN DISCOVERED FROM AN DOWNED PLATFORM DUE TO HURRICANE IVAN.","PLATFORM","HURRICANE","4/9/2019 8:55","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,62.1,"GALLON(S)","OIL: CRUDE","YES",62.1,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82446",1242358,"4/10/19 11:57","4/10/19 12:03","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED 322 GALLONS OF CRUDE OIL WAS RELEASED FROM A PLATFORM INTO THE GULF OF MEXICO DUE TO HURRICANE IVAN.","PLATFORM","HURRICANE","4/10/2019 9:15","OCCURRED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,322,"GALLON(S)","OIL: CRUDE","YES",322,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82482",1242397,"4/10/19 16:54","4/10/19 16:58","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF CRUDE OIL INTO THE GULF OF MEXICO FROM THE TAYLOR ENERGY PLATFORM DESTROYED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/10/2019 14:05","DISCOVERED","PLATFORM INCIDENT","MISSISSIPPI CANYON 20","","SEE LAT AND LONG","28 56.16N, 88 58.13W","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,62.78,"GALLON(S)","OIL: CRUDE","YES",62.78,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82540",1242460,"4/11/19 10:48","4/11/19 10:54","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT DURING AN OVERFLIGHT, THE CREW DISCOVERED A SHEEN IN THE AREA  OF THE DESTROYED TAYLOR ENERGY PLATFORM.","PLATFORM","HURRICANE","4/11/2019 8:12","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,825.94,"GALLON(S)","OIL: CRUDE","YES",825.94,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82618",1242557,"4/12/19 11:46","4/12/19 11:51","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT DURING AN OVERFLIGHT, THE CREW DISCOVERED A SHEEN IN THE AREA  OF THE DESTROYED TAYLOR ENERGY PLATFORM.","PLATFORM","HURRICANE","4/12/2019 9:05","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,24.93,"GALLON(S)","OIL: CRUDE","YES",24.93,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82698",1242650,"4/13/19 12:23","4/13/19 12:27","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED 1.83 GALLONS OF CRUDE OIL WAS RELEASED FROM THE PLATFORM INTO THE GULF OF MEXICO DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","4/13/2019 9:00","DISCOVERED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1.83,"GALLON(S)","OIL: CRUDE","YES",1.83,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82749",1242716,"4/14/19 11:41","4/14/19 11:44","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A SHEEN FROM A DOWNED PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","4/14/2019 9:00","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,14.4,"GALLON(S)","OIL: CRUDE","YES",14.4,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82823",1242800,"4/15/19 13:16","4/15/19 13:22","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A SHEEN FROM A PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","4/15/2019 10:50","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",NA,NA,NA,"",NA,NA,NA,"","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,4.2,"GALLON(S)","OIL: CRUDE","YES",4.2,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82895",1242886,"4/16/19 11:56","4/16/19 12:07","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 697.50 GALLONS OF CRUDE OIL INTO MISSISSIPPI CANYON BLOCK 20 OF THE GULF OF MEXICO. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/16/2019 9:07","DISCOVERED","MISSISSIPPI CANYON BLOCK 20","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,697.5,"GALLON(S)","OIL: CRUDE","YES",697.5,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82980",1242992,"4/17/19 12:34","4/17/19 12:38","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED 2.8 GALLONS OF CRUDE OIL WAS RELEASED FROM A PLATFORM IN THE GULF OF MEXICO DUE TO DAMAGE FROM HURRICANE IVAN.","PLATFORM","HURRICANE","4/17/2019 10:12","OCCURRED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,2.8,"GALLON(S)","OIL: CRUDE","YES",2.8,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83042",1243072,"4/18/19 9:43","4/18/19 9:49","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED THAT 1.29 GALLONS OF CRUDE OIL RELEASED FROM A DOWNED PLATFORM IN THE GULF OF MEXICO. THIS WAS DISCOVERED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","4/18/2019 7:36","OCCURRED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,55,48,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1.29,"GALLON(S)","OIL: CRUDE","YES",1.29,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83205",1243263,"4/20/19 12:18","4/20/19 12:22","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A RELEASE OF .33 GALLONS OF CRUDE OIL FROM A DOWNED PLATFORM CAUSED BY HURRICANE IVAN.","PLATFORM","HURRICANE","4/20/2019 10:47","OCCURRED","PLATFORM INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.33,"GALLON(S)","OIL: CRUDE","YES",0.33,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83259",1243329,"4/21/19 11:51","4/21/19 11:58","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 0.94 GALLONS OF CRUDE OIL INTO THE GULF OF MEXICO AT THE INCIDENT LOCATION. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/21/2019 9:25","DISCOVERED","MISSISSIPPI CANYON BLOCK 20 A","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,11,"N",88,58,2,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.94,"GALLON(S)","OIL: CRUDE","YES",0.94,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83405",1243502,"4/23/19 12:46","4/23/19 12:51","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A SHEEN FROM A PLATFORM DAMAGED DUE TO HURRICANE IVAN.","PLATFORM","HURRICANE","4/23/2019 9:45","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83505",1243610,"4/24/19 12:49","4/24/19 12:53","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING THE DISCHARGE OF CRUDE OIL TO THE GULF OF MEXICO FROM THE TAYLOR ENERGY PLATFORM WHICH WAS DESTROYED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","4/24/2019 10:00","DISCOVERED","PLATFORM INCIDENT","MISSISSIPPI CANYON 20","","SEE LAT AND LONG","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.54,"GALLON(S)","OIL: CRUDE","YES",0.54,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83600",1243716,"4/25/19 12:30","4/25/19 12:34","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED 0.27 GALLONS OF CRUDE OIL WAS RELEASED INTO THE GULF OF MEXICO FROM A PLATFORM DUE TO DAMAGE FROM HURRICANE IVAN.
","PLATFORM","HURRICANE","4/25/2019 9:30","OCCURRED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","VENICE","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.27,"GALLON(S)","OIL: CRUDE","YES",0.27,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
